X,Y,UsoVegetacaoIBGE_tif,altitude_br_tif,declividade_br_tif,density3_br_tif,ModisGPP_MOD17A2_2010_rec_tif,ModisNPP_MOD17A3_2010_rec_tif,ModisVCF_MOD44B_2010_rec_tif,sa2001tree_br_tif,UsoAntropicoIBGE_tif
-54.87666799,-0.534836176,2,506.45,288917.5,9.89,600,24469,83,83,1
-48.54358799,-2.768080176,18,52.34,63763.17,21.66,621,24565,75,71,1
-52.71008799,-8.117866176,5,236,181003.5,30.6,665,24893,75,75,1
-52.91007999,-0.984818176,5,101.16,160942,19.89,675,26311,62,80,4
-49.36022199,-7.009577176,5,152.34,32855.2,17.42,148,13333,14,29,7
-57.76821899,-5.526303176,2,197.59,1870.52,11.41,589,24512,79,78,1
-55.85162899,-1.068148176,2,234.54,282857.59,15.53,549,27313,69,83,1
-49.86020199,-5.767960176,2,175.71,52497.16,27.18,512,21947,12,62,1
-56.32660999,-8.859503176,7,270.86,222203.8,16.21,625,23493,82,84,1
-56.45993799,-4.609673176,2,92.95,31333.96,20.67,557,26378,77,88,1
-50.13519099,-4.892995176,2,170.68,67958.05,23.23,135,24877,78,68,1
-55.88496099,-7.542889176,16,289.22,136584.7,18.32,455,23995,78,87,1
-54.56834699,-3.701376176,28,143.22,313674.31,17.57,381,23664,63,72,1
-47.74361999,-4.468012176,5,217.94,346115,15.22,288,16675,9,72,7
-51.50180299,-8.567848176,16,331.27,8480.26,20.49,587,24005,63,82,1
-53.59338599,-2.584754176,18,159,376309,21.83,96,24882,79,75,1
-54.41835299,-3.009737176,28,115.23,121156.8,18.68,567,26055,78,57,1
-48.41859299,-4.134692176,2,196.35,123347.6,12.74,617,23979,78,27,1
-50.94349199,-8.084534176,16,312.98,82444.38,21.66,209,15732,18,78,1
-58.20153499,-6.484598176,13,96.67,36543.98,23.78,512,26097,73,80,1
-56.54326799,-0.618166176,2,168.62,129800.7,5.93,523,26197,79,85,1
-49.81020399,-4.159691176,25,80.82,23997.78,16.2,177,19134,40,20,1
-49.23522699,-4.343017176,5,115.04,75108.45,15.76,191,18780,15,26,7
-55.27665199,-9.459479176,16,454.85,226974.2,6.17,510,23650,56,75,1
-56.00995599,2.348381824,1,384.5,64919.93,19.12,418,25757,77,83,1
-52.42676599,-8.767840176,41,322.01,87567.24,11,634,23984,73,77,1
-52.43509899,-7.309565176,2,287.34,190376.09,14.77,652,24873,68,61,1
-47.34363599,-1.284806176,5,20.65,83516.09,16.55,401,17354,17,19,7
-50.98515699,-3.193063176,25,59,130989.8,25.29,325,25186,31,67,1
-53.80171099,-5.401308176,16,228.96,73093.05,16.96,371,20890,67,68,1
-53.66838299,-1.059815176,16,471.35,501709.09,14.88,357,25625,67,81,1
-56.61826499,-0.459839176,2,165.94,181718.5,19.4,515,27287,84,82,1
-52.49342999,-6.276273176,24,188.64,59014.44,26.85,337,13357,41,86,1
-53.02674199,-3.568048176,25,274,182833.59,17.68,86,26391,34,77,1
-50.09352599,-9.151158176,5,197.46,44328.99,23.65,303,14697,15,21,7
-57.15990999,-1.476465176,28,191,87365.63,5.54,578,26601,82,87,1
-55.19332199,-1.593127176,13,26.84,45005.65,23.75,618,26262,79,80,1
-52.21844099,-7.284566176,13,489.55,319576.59,12.54,37,24059,79,76,1
-52.16844299,-3.734708176,1,182.78,197450.59,14.62,630,25691,51,69,1
-55.86829499,-9.026163176,7,292.65,254681.7,20.33,279,24916,82,87,1
-52.63509099,-1.484798176,11,0.48,149411.5,24.88,0,9250,15,30,1
-56.31827699,-9.092827176,16,216.83,125108.1,21.43,633,24764,78,75,1
-56.47660399,-0.343177176,2,175.67,114547.8,26.99,549,26348,82,81,1
-53.59338599,-6.909581176,16,253.72,73414.17,17.33,649,24147,81,94,1
-56.42660599,-7.334564176,2,346.34,71303.9,10.97,613,24482,81,80,1
-55.34331599,-3.334724176,28,49.79,139281.09,25.71,640,26898,29,89,1
-53.31839699,-8.684510176,16,295.68,116943.1,14.61,688,24503,76,82,1
-51.63513099,-1.684790176,28,45.32,16464.05,7.93,305,23037,73,91,1
-53.61838499,-8.542849176,13,339.95,73171.08,10.21,696,24553,73,88,1
-54.41001999,-5.984618176,16,257.76,88874.23,11.84,294,23751,63,79,1
-56.59326599,-4.276353176,28,124.27,82551.28,10.85,532,26408,79,88,1
-53.56005399,0.181801824,1,185.93,48899.41,20.25,297,23750,66,78,1
-49.78520499,-2.101440176,18,8.75,33467.55,30.46,622,23617,64,37,1
-52.32676999,-8.551182176,16,276.74,61931.58,20.18,731,22912,78,38,1
-55.81829699,-2.459759176,28,71.68,114438.2,12.04,555,26314,63,80,1
-53.70171499,-3.201396176,2,234.25,27296.34,13.22,599,26011,67,58,1
-56.04328799,-6.109613176,2,336.05,182798.91,11.6,636,25630,81,82,1
-50.70183499,-2.376429176,28,35.8,14906.27,18.91,141,20920,46,80,1
-55.25998599,-9.251154176,7,515.78,106317.4,14.65,650,23405,83,81,1
-56.89325399,-4.734668176,2,84.21,132747,17.44,201,24365,76,82,1
-57.25157299,-5.392975176,2,130.73,252357.09,15.91,641,23850,83,84,1
-47.06864699,-3.184730176,18,200.96,201456.59,10.32,558,24628,6,73,1
-50.83516299,-2.734748176,28,64.07,55858.21,18.59,477,23640,56,87,1
-53.88504099,-2.809745176,28,108.91,263524.41,20.89,581,25838,58,67,1
-46.44367199,-1.618126176,5,23.63,39066.56,8.23,318,22509,66,37,7
-53.96003799,1.431751824,2,270.06,191417,29.1,222,26223,38,71,1
-51.41847299,-6.484598176,5,318.04,410335.5,13.85,224,15273,17,21,7
-57.63489099,1.415085824,2,261.03,34617.04,17.96,621,23807,63,77,1
-56.61826499,0.315129824,2,186.66,4743.42,20.96,573,28065,79,80,1
-52.15177699,-4.792999176,16,245.79,80483.08,13.16,140,25840,75,73,1
-51.34347599,-2.318098176,28,34.04,13900.27,24.23,314,18878,76,61,1
-55.53497499,-5.317978176,2,241.85,163893.8,24.24,639,26592,66,85,1
-52.37676799,-4.401348176,16,193.33,72492.58,19.94,29,17417,79,68,1
-55.47664399,-3.901368176,2,110.36,195177.8,7.48,541,26588,28,65,1
-51.92678599,-1.676457176,28,8.48,167630.5,29.42,615,25570,42,85,1
-49.34355599,-1.301472176,4,12.87,36072.04,21.75,248,12831,14,33,1
-56.00995599,-2.368096176,28,71.13,35922.79,18.29,582,27102,78,80,1
-54.40168699,-7.159571176,2,451.85,215430,8.39,659,23610,80,77,1
-56.67659599,1.015101824,2,247.13,49977.15,14.14,504,27132,61,80,1
-51.86845499,-1.376469176,6,13.38,76492.88,17.88,209,26122,40,68,1
-48.00194299,-1.234808176,5,45.6,29915.24,9.23,278,14868,19,51,7
-53.67671599,-0.918154176,1,410.75,886027.88,16.71,351,24550,64,77,1
-49.14356399,-0.826491176,11,4.93,1819.26,22.27,177,17535,17,47,1
-49.69354199,0.281797824,6,12.01,48625.05,10.82,477,27946,73,59,1
-58.05154099,0.681781824,1,292.68,332501.09,17.95,481,27442,77,77,1
-55.78496499,-1.351470176,5,31.17,87342.08,27.98,335,19512,26,82,7
-55.55164099,1.665075824,4,324.38,72025.52,22.14,490,26006,28,83,1
-56.91825299,-8.059535176,7,403.71,100116.5,12.11,204,25038,82,95,1
-58.60985199,-0.634832176,2,103.22,162812.91,22.78,475,27379,81,85,1
-55.85996199,-2.443093176,5,75.62,132867.41,14.76,548,26351,61,79,2
-55.25165299,-2.876409176,28,134.69,240003,21.5,222,24517,77,74,1
-55.05999399,-6.276273176,2,329.36,411677,8.71,655,22919,77,78,1
-53.71838099,-3.526383176,28,201.3,144983.91,16.11,359,20828,56,71,1
-46.23534699,-1.543129176,18,38.25,32552.29,19.53,532,24536,77,59,1
-56.70992799,-6.617926176,2,230.82,236088,20.52,111,20646,77,87,1
-55.88496099,-0.276513176,2,385.41,133112.09,6.57,598,26888,83,80,1
-52.42676599,-2.451426176,2,51.94,97106.09,27.85,232,21586,62,77,1
-55.20998799,-2.768080176,28,46.69,110792.3,23.51,578,26566,78,66,1
-52.13511099,-6.059615176,5,220.44,117848.7,25.11,297,15867,24,21,7
-53.72671399,-3.984698176,5,179.55,122922.3,16.87,160,25954,31,68,3
-53.00174299,-8.984498176,16,322.59,179069.3,15.55,613,24987,72,81,1
-53.19340199,-5.101320176,16,185.98,41286.96,14.67,231,24634,77,69,1
-57.46823099,-0.284846176,2,246.11,181300.3,11.64,124,25651,75,81,1
-52.89341399,-6.309605176,22,261.85,321989.59,16.04,354,23221,73,83,1
-55.51830899,-4.434680176,2,212.19,533864.38,24.01,370,23057,64,96,1
-53.53505499,-4.693003176,16,188.93,83776,18.1,517,21384,49,71,1
-53.09340599,-6.084614176,16,219.75,117773.4,26.5,270,25461,62,85,1
-53.06840699,-4.518010176,16,241.4,129226.7,8.39,251,25743,79,63,1
-54.86000199,-7.692883176,13,274.16,207734.8,19.73,687,23555,79,87,1
-49.41855299,-6.384602176,5,134.3,111001.1,28.96,548,23936,42,89,7
-57.70988799,-6.376269176,2,151.05,183506.41,16.3,474,25236,70,81,1
-47.74361999,-1.534796176,5,32.91,36970.39,13.9,221,12558,12,35,7
-55.85996199,-2.818078176,28,118.02,177037.09,15.01,349,23412,75,81,1
-51.73512699,-2.176437176,28,53.14,15693.74,13.24,243,23897,63,63,1
-52.77675199,-3.068068176,25,195.65,271639.59,11.7,218,25266,28,66,1
-52.67675599,-3.751374176,25,176.69,186397.3,14.14,276,24096,57,55,1
-57.05158099,1.581745824,2,284.41,37527.7,10.73,300,23417,61,80,1
-56.70992799,-4.276353176,28,140.68,71414.63,7.69,621,24448,80,81,1
-51.67679599,-7.442893176,16,422.12,838815,23.54,572,24052,77,50,1
-51.20181499,-2.701416176,28,68.72,33755.91,19.46,220,21981,62,71,1
-57.37656799,-5.117986176,16,162.38,266258.31,17.31,35,26153,78,84,1
-51.01015599,-1.226475176,28,27.87,46286.3,17.38,671,24151,64,84,1
-54.90999999,2.281717824,2,427.78,128489.4,10.75,413,26692,79,85,1
-52.96007799,-2.984738176,28,78.71,451457.19,18.15,566,25305,37,42,1
-56.34327599,0.740112824,2,375.07,132738.91,10.29,425,24691,82,73,1
-55.46831099,-7.917874176,16,234.47,112130.9,18.33,678,21079,43,76,1
-56.60159899,-1.176477176,2,58.81,69614.41,23.42,504,26273,82,85,1
-47.80195099,-1.318138176,5,53.37,8260.25,10.71,196,18679,43,11,7
-57.45156499,-7.367896176,2,327.32,188516.7,9.97,495,24803,79,77,1
-57.30157099,0.565119824,2,234.39,136072.2,24.56,30,26356,68,83,1
-54.56834699,-0.251514176,2,396.01,24740.72,20.46,218,26474,65,85,1
-51.25181299,-5.367976176,2,265.77,217495,9.04,548,24973,81,66,1
-57.02658199,-1.193143176,2,24.48,316811.69,25.93,215,26582,76,86,1
-53.11840499,-4.176357176,16,185.41,59894.15,11.11,145,22317,77,62,1
-50.26018599,-1.568128176,18,29.93,33947.37,24.51,184,22858,61,18,1
-57.45156499,-5.076321176,6,54.17,67449.44,20.41,593,23280,82,75,1
-51.41847299,-4.826331176,2,154.05,37568.38,25.32,363,23931,77,70,1
-55.37664799,-4.676337176,13,249.29,119664,13.9,593,22387,62,90,1
-55.75996599,-6.159611176,16,215.16,35773.64,22.18,298,21924,61,75,1
-49.86853499,-5.042989176,2,164.03,70400.66,16.1,484,25259,54,73,1
-54.46835099,-2.684750176,5,104.36,153135.91,15.71,213,25382,12,70,2
-52.37676799,-5.559635176,16,221.52,78766.34,10.75,613,24154,76,77,1
-54.81000399,-6.884582176,16,261.11,76969.63,17.83,621,25570,80,79,1
-51.69346199,-8.567848176,16,321.88,80501.93,23.47,584,23522,57,83,1
-50.19352199,-8.934500176,5,247.23,167281.2,16.58,404,16447,13,35,7
-47.89361399,-4.126359176,25,133.64,114463.7,25.32,351,23697,23,85,1
-52.62675799,-1.493131176,28,2.97,666723.62,27.78,203,7391,17,7,1
-56.15161699,-6.826251176,2,211.15,264944.09,23.58,660,25919,63,86,1
-56.56826699,-6.284606176,16,248.74,312445.09,21.92,566,25150,81,84,1
-57.40156699,-0.418174176,2,142.09,39933.5,22.28,477,27593,77,84,1
-51.16014999,-3.951366176,1,144.82,142117.3,22.68,289,20192,62,65,1
-49.83520299,-7.201236176,5,188.35,76356.31,23.1,276,15272,11,17,7
-55.31831699,-0.059855176,2,338.52,476268.69,11.08,184,26181,76,83,1
-55.17665599,-7.692883176,13,234.08,63500.13,16.48,660,25103,77,19,1
-52.49342999,-4.218022176,16,198.13,108025.5,18.81,639,22803,68,75,1
-56.89325399,-6.084614176,2,196.13,94951.61,12.37,519,25124,82,84,1
-50.45184499,-1.476465176,18,17.17,70328.72,9.52,37,24445,77,67,1
-53.76837899,0.756778824,2,374.74,456920.81,14.73,633,25858,63,81,1
-54.51001599,-7.684550176,6,247.89,88770.59,22.78,677,25313,81,56,1
-54.75167299,-6.992911176,16,263.18,102371.7,14.44,643,24651,81,75,1
-51.19348199,-4.234688176,2,196.98,211050.8,11.23,355,20500,73,64,1
-56.19328199,-8.617846176,39,367.19,67383.92,21.78,654,25294,77,76,1
-49.42688599,-6.751254176,34,178.78,63191.61,18.96,268,15501,18,12,1
-57.45156499,-7.176237176,7,165.54,203292.91,23.82,548,25556,23,89,1
-54.11003199,1.098431824,2,246.25,203936.7,19.07,118,26430,69,81,1
-53.23506699,-3.534716176,25,205,336912.41,15.15,252,24855,65,68,1
-49.13523099,-2.334764176,18,22.48,58285.7,12.75,642,24068,14,45,1
-48.95190499,-5.434640176,5,129.07,14053.1,14.78,357,16673,18,78,7
-49.12689799,-5.784626176,5,126.49,18249.33,21.81,279,15455,17,17,7
-50.95182499,-3.593047176,5,107.26,35330.51,15.85,104,14505,13,19,7
-50.99348999,-7.542889176,7,503.88,150178.41,12.43,150,22741,71,77,1
-51.26847899,-1.968112176,5,34.12,86187.83,11.87,158,11883,23,80,1
-47.06864699,-1.376469176,5,47.39,80302.41,18.73,461,16749,31,18,7
-49.93519899,-2.218102176,18,19.36,56811.71,21.58,311,24051,53,76,1
-56.00995599,0.590118824,2,296.68,270283.41,20.58,434,25498,67,81,1
-50.12685799,-7.259567176,5,237.67,192312.5,19.79,310,15278,20,10,7
-53.93503899,1.273424824,2,276.21,75813.19,16.81,150,25163,67,78,1
-50.10185899,-3.726375176,25,88.34,182659.41,16.51,459,24176,78,79,1
-50.24351999,-5.659631176,5,155.91,79818.31,25.99,380,15270,31,87,7
-56.65992999,0.315129824,2,211.09,49768.71,20.48,241,26774,70,83,1
-53.52672199,-1.768120176,18,26.93,88054.45,25.8,204,10047,7,4,1
-55.97662399,-5.217982176,2,208.79,442003.31,12.1,624,26790,57,82,1
-55.05166099,1.873400824,2,361.94,19452.3,17.58,119,25441,79,80,1
-47.47696399,-4.334684176,5,151.57,240995.41,23.65,331,13732,18,21,6
-54.30169099,-9.526143176,13,371.51,127955.8,19.13,642,24329,70,31,1
-54.79333799,1.581745824,2,368.43,56303.85,17.27,602,23240,79,86,1
-55.03499499,-6.884582176,16,252.45,117031.9,24.49,624,25483,42,49,1
-50.70183499,-8.426187176,16,323.01,238902.91,13.26,727,23327,47,27,1
-56.24327999,-6.426267176,16,252.48,68136.16,14.56,656,24912,64,85,1
-52.95174499,-7.934540176,16,258.01,192486.09,20.03,683,24592,76,58,1
-48.03527499,-2.776413176,18,54.53,79316.2,15.5,688,23915,77,62,1
-49.19356199,-4.959659176,2,99.63,32963.18,25.66,398,25043,14,20,1
-58.60151899,0.873440824,1,239.54,94387.16,29.04,446,27035,77,82,1
-49.80187099,-6.251274176,5,188.19,120300.3,19.07,162,14338,11,14,7
-52.46009799,-6.259607176,2,207.91,114914.9,24.36,627,22339,45,80,1
-54.11836499,0.340128824,2,334.92,177278.09,14.47,676,24925,82,31,1
-57.85988199,-1.026483176,2,238.03,253269.8,12.3,327,26664,82,82,1
-52.43509899,-4.318018176,16,169.17,108053.6,16.76,82,24100,78,60,1
-55.32664999,-7.467892176,2,413.75,272842.31,11.86,153,25086,79,72,1
-50.06852699,0.215133824,11,8.21,24540.29,10.85,667,23103,26,24,1
-49.75187299,-2.259767176,18,19.64,9075.67,25.38,551,25529,64,87,1
-52.24343999,-8.926167176,16,260.31,175634.5,27.75,467,23612,78,78,1
-56.33494299,-8.934500176,7,243,79712.25,21.53,624,24796,73,84,1
-56.70992799,-0.543169176,2,107.94,103545.5,22.7,528,27292,84,80,1
-55.00166299,-1.193143176,2,261.36,73713.03,13.01,550,26053,80,80,1
-53.90170699,-7.367896176,16,257.35,265414.09,20.13,651,24614,79,75,1
-52.27677199,-5.976285176,2,382.53,830237.12,26.2,674,25131,65,61,1
-53.43505899,-9.551142176,16,332.54,75931.5,25,670,22635,68,84,1
-55.57663999,-4.093027176,5,36.12,101578.1,22.24,383,23236,61,58,2
-49.93519899,-0.709829176,6,17.78,18071.53,19.89,142,24971,76,84,1
-54.56834699,-6.159611176,16,240.33,30554.35,20.43,326,23506,78,85,1
-55.09332599,-5.326311176,2,311.1,138232.2,11.6,266,25683,81,78,1
-57.81821699,0.515121824,1,212.77,25992.46,20.83,449,26885,83,81,1
-50.22685399,-2.118106176,5,21.08,23001.97,18.18,289,24520,69,75,1
-49.97686399,-7.026243176,5,278.99,80090.04,9.14,96,12934,11,20,7
-53.86004199,-8.817838176,2,380.76,157334.2,11.31,670,24146,78,90,1
-50.41851299,-7.134572176,5,355.73,27429.2,16.47,390,15574,19,99,7
-56.00162299,-5.359643176,6,108.58,33293.88,27.71,617,23772,55,61,1
-56.67659599,-5.059655176,2,123.57,66204.82,9.92,665,25669,78,78,1
-49.08523299,-4.301352176,5,94.84,41687.03,19.52,325,17955,39,25,7
-51.44347199,-4.259687176,1,145.52,42837.96,26.91,341,25079,64,60,1
-55.30998399,-4.876329176,13,230.77,90274.66,17.93,672,23708,79,74,1
-56.84325599,-4.992991176,2,107.39,228252,27.87,580,25527,77,81,1
-53.18506899,-0.768160176,1,508.98,805768.31,10.82,581,24788,81,79,1
-50.21852099,-7.984538176,13,214.89,61938.77,19.36,641,23860,68,28,1
-48.08527299,-2.243101176,5,37.42,22177.92,13.84,661,24664,57,18,2
-57.69322199,0.406792824,2,204.71,129037.9,16.39,344,27093,81,96,1
-53.75171299,-2.701416176,28,143.7,44081.69,19.15,611,25399,79,87,1
-56.55160099,-0.193183176,2,198.17,15100.83,20.54,494,26571,84,80,1
-53.83504299,0.448457824,1,331.46,242150.2,6.95,371,27549,63,81,1
-53.17673599,-8.142865176,13,294.73,89490.13,21.32,672,25144,76,79,1
-50.36851499,-2.734748176,5,39.91,124507.4,14.94,87,13945,13,77,7
-50.56017399,-5.992951176,2,505.58,455587.69,18.41,317,23337,85,59,1
-50.91015999,-9.534476176,5,225.72,66955.63,14.4,330,16076,11,17,7
-50.06019399,-2.143105176,28,30.08,16805.02,18.01,35,23020,33,86,1
-54.10169899,-8.592847176,13,319.17,31450.23,18.72,704,24958,79,87,1
-49.32688999,-4.159691176,5,110.19,93275.79,15.05,338,15788,19,66,7
-53.94337199,-2.968072176,16,194.64,114903.9,14.41,525,25190,62,78,1
-51.87678799,-4.659671176,16,235.01,78705.77,20.3,611,24229,61,70,1
-49.71020799,-3.701376176,5,83.51,446821.41,21.97,600,24369,50,15,7
-48.51858899,-3.259727176,18,64.23,58720.5,18.42,654,25666,69,15,1
-48.86857499,-2.259767176,5,14.74,43131.99,23.09,695,23527,25,79,8
-57.20157499,-5.967952176,2,190.54,263893.5,17.9,247,23214,66,80,1
-49.68520899,-0.943153176,6,20.37,9597.5,15.54,706,24649,50,75,1
-50.51017599,-4.609673176,2,196.02,90688.35,11.24,233,24573,23,64,1
-57.45989799,-6.117946176,2,135.48,59265.64,24.24,551,25389,80,80,1
-55.33498299,-1.809785176,28,62.05,147951.8,9.01,619,27077,60,92,1
-54.71834099,-1.493131176,7,155.66,205444.5,15.36,608,27244,68,88,1
-52.71842099,-2.151438176,2,62.1,295976,19.51,361,21143,77,46,1
-49.74353999,-1.318138176,6,20.46,18927.71,24.46,704,21637,64,75,1
-47.28530499,-1.043149176,5,30.61,47265.32,19.81,113,15801,12,78,7
-53.62671799,-1.976445176,11,4.22,4693.88,15.62,617,25261,36,0,1
-54.06836699,-5.117986176,2,237.7,117394.3,16.65,405,21115,76,60,1
-55.22665399,-8.992831176,36,564.38,483101.31,11.5,660,22879,81,85,1
-50.51017599,-1.368136176,18,27.28,61931.61,18.16,246,24482,77,79,1
-55.03499499,-4.942993176,6,193.33,8037.92,26.86,320,21315,59,89,1
-53.62671799,1.240092824,2,264.5,68598.53,18.63,88,25436,70,83,1
-52.76008599,-8.517850176,16,276.01,96056.53,27.49,446,24646,72,70,1
-55.67663599,-9.167824176,7,389.2,53847.85,10.5,224,24956,79,84,1
-55.80996399,-8.159531176,16,309.25,192627.2,19.09,634,25190,77,80,1
-57.61822499,0.165135824,2,184.43,67052.85,16.13,501,26283,76,75,1
-52.34343599,-2.809745176,2,133.02,274088.69,14.44,526,24057,60,55,1
-56.50160299,-8.651178176,39,310.82,254216,21.11,573,25643,78,79,1
-57.36823499,1.290090824,2,234.68,20185.94,22.99,78,24852,63,83,1
-57.09324599,-8.701176176,7,233.3,171849.8,24.74,322,25619,79,85,1
-51.10181899,-3.901368176,1,132.85,91046.34,22.58,164,24188,64,65,1
-48.00194299,-4.693003176,5,214.99,268926.31,18.23,595,23169,39,17,7
-55.27665199,-1.626459176,13,37.82,58365.68,22.23,605,26320,78,74,1
-51.68512899,-6.767920176,5,218.24,60229.48,22.46,660,24087,70,8,7
-55.45164499,-2.459759176,28,114.79,202018.3,8.65,218,26262,68,80,1
-57.92654599,1.473416824,8,416.6,564719.19,9.02,137,24162,61,77,1
-56.52660199,-4.634672176,2,96.73,59167.61,22.21,314,21906,78,71,1
-56.76825899,1.365087824,2,292.3,198125.41,6.26,587,26903,63,80,1
-52.71842099,-8.426187176,16,269.22,132194.8,23.03,670,23901,79,79,1
-50.73516699,-9.001164176,16,372.58,442674,8.85,685,21798,25,31,1
-46.90198699,-2.368096176,5,141.75,181266,13.32,601,24239,24,68,7
-57.09324599,-1.309805176,28,38.44,90872.16,22.12,559,26092,76,100,1
-50.02686199,-6.026283176,16,245.93,97816.12,18.97,701,23958,78,76,1
-52.24343999,-5.734628176,16,237.72,385146.19,20.75,512,24261,77,80,1
-51.46847099,-6.009617176,2,362.3,872045.69,9.57,517,22419,60,10,1
-50.00186299,-0.543169176,6,26.23,6344.01,9.74,392,23334,72,77,1
-47.35196899,-2.276433176,5,58.95,29068.17,25.13,567,23517,21,62,2
-49.65187699,-8.001204176,3,218.73,208653.91,14.22,180,16112,14,33,1
-55.90995999,2.348381824,1,386.57,71915.95,21.05,546,24472,82,11,1
-58.88484099,0.848441824,1,622.95,467862,16.11,590,25480,77,85,1
-54.00170299,-4.976325176,16,182.36,44911.36,21.02,455,26689,78,87,1
-53.92670599,1.131763824,2,396.38,906798.88,7.4,206,19238,60,77,1
-52.48509699,-3.193063176,5,144.25,140343.8,7.77,366,15144,8,36,7
-52.26010599,-7.067908176,22,310.71,158797.59,14.3,682,23633,65,85,1
-55.97662399,-2.118106176,11,4.66,13544.25,23.25,454,26738,78,27,1
-55.03499499,1.915065824,2,371.82,83836.77,14.83,428,26389,80,97,1
-49.57687999,-8.351190176,16,207.92,141084.59,13.49,78,13365,11,16,1
-49.01023599,-5.384642176,25,121.86,80196.09,19.38,187,22677,60,18,1
-57.85988199,0.923438824,2,551.03,528100.88,11.2,484,24534,48,77,1
-57.19324199,1.773404824,2,269.1,50736.98,21.52,172,25984,73,81,1
-57.66822299,0.256798824,2,197.26,203683.3,16.48,488,26756,82,73,1
-54.07669999,-4.468012176,13,188.45,66026.55,21.57,124,25312,69,79,1
-51.47680399,-9.034496176,41,390.03,206848.5,22.83,661,23238,54,69,1
-57.46823099,-0.693163176,2,86.5,11757.78,31.66,470,25505,55,84,1
-47.45196499,-1.276473176,24,29.85,47827.66,16.65,366,24722,30,20,1
-53.36006199,-5.176317176,16,202.45,124999.4,23.55,569,23285,64,55,1
-47.63529099,-0.859823176,5,41.06,76063.49,12.18,289,24415,36,22,2
-52.47676399,-7.184570176,2,350.09,400452.09,11.99,604,23211,70,60,1
-56.97658399,-8.751174176,7,203.47,89405.61,19.3,174,25583,72,88,1
-46.87698799,-0.993151176,5,11.11,7792.29,16.33,255,17521,38,28,7
-47.91861299,-2.676417176,5,40.76,149002.59,25.32,459,24307,33,79,2
-55.62663799,-8.509517176,38,588.64,213585.09,8.07,464,24339,62,84,1
-50.88516099,-1.834784176,6,20.98,28952.5,28.23,206,22842,37,69,1
-57.56822699,-0.376509176,2,238.17,419943.59,15.59,456,27380,84,82,1
-48.51025599,-4.059695176,2,176.76,200973.8,7.06,617,25463,82,81,1
-54.00170299,-4.743001176,16,193.54,8289.02,19.46,560,24799,58,87,1
-51.44347199,-1.076481176,6,14.74,14540.58,19.07,0,25322,53,67,1
-52.94341199,-0.793159176,18,140,354662.81,15.06,674,26131,73,78,1
-48.19360199,-1.934780176,24,23.42,15001.8,35.14,565,24459,48,77,1
-55.62663799,-2.809745176,28,47.59,169677.3,13.99,296,24909,61,87,1
-48.76024599,-4.501344176,5,192.25,167533,11.39,183,14376,19,29,7
-51.17681599,-5.876289176,2,237.13,146173.8,13.62,143,16388,25,78,1
-56.88492099,-1.059815176,2,138.82,295210.5,20.93,505,27493,82,81,1
-56.18494899,-3.351390176,28,83.47,15194.92,14.74,538,26091,62,86,1
-55.32664999,-8.592847176,16,303.84,22435.99,20.5,527,24494,77,45,1
-53.51005599,-4.284686176,6,148.05,61603.8,24.51,408,26707,75,81,1
-52.04344799,-4.276353176,16,203.49,62627.82,17.27,289,25092,75,74,1
-49.83520299,-3.043069176,28,29.59,16133.96,23.41,605,25037,73,36,1
-47.13531099,-2.009777176,5,60.17,69255.96,20.55,312,19033,56,20,7
-53.61005199,-3.359723176,28,170.28,165041.09,14.07,43,25326,64,84,1
-56.37660799,-0.993151176,2,144.19,358939.09,12.35,463,27048,82,82,1
-50.71016799,-7.267900176,2,366.58,428433,22.82,173,23638,59,20,1
-49.96853099,-0.784826176,6,22.93,26143.37,12.18,265,23230,75,79,1
-53.90170699,-1.243141176,16,396.94,826899.81,15.12,658,26789,52,32,1
-57.37656799,-0.051522176,2,137.2,158070.5,27.06,238,27144,52,80,1
-56.82658999,-0.543169176,2,101.55,110257.9,24.1,399,27977,77,79,1
-48.25193299,-4.734668176,2,170.01,227724.91,26.31,323,16495,60,41,1
-56.96825099,-8.201196176,38,338.64,207107.7,26.18,530,24655,66,84,1
-48.41025999,-1.501464176,6,11.73,19103.92,26.11,654,25138,22,78,1
-53.97670399,-0.901488176,1,406.18,820977.12,19.43,553,25957,82,76,1
-57.70988799,-0.134852176,2,249.98,267529.5,19.22,409,27486,81,84,1
-54.50168299,-4.984658176,16,249.31,211846,31.34,121,26130,76,70,1
-49.28522499,-3.426387176,28,80.98,98358.8,10.78,600,24703,81,81,1
-54.19336199,-8.951166176,2,363.98,142023.41,11.26,656,24459,76,64,1
-52.52676199,-8.126199176,16,252.39,11493.6,29.07,703,23916,79,74,1
-53.20173499,-4.917994176,16,221.46,89866.95,10.28,637,25618,37,36,1
-51.36847499,-1.476465176,28,39.76,27917.01,23.4,207,23989,64,95,1
-53.86004199,-2.668084176,28,173.79,244385.7,17.63,669,22429,81,82,1
-54.85166899,-8.117866176,13,272.19,177517.09,15.43,715,24064,79,82,1
-49.02690199,-6.376269176,5,191.91,100752.7,16.93,253,17335,22,18,6
-56.83492299,0.890106824,2,223.73,89772.27,9.6,473,26797,62,79,1
-49.49354999,-7.517890176,5,242,240236.3,11.98,131,15866,31,15,7
-52.15177699,-2.793079176,2,135.6,11439.49,10.45,267,15117,7,24,1
-54.97666399,-0.568168176,2,453.64,219780.5,20.08,430,26309,85,80,1
