X,Y,UsoVegetacaoIBGE_tif,altitude_br_tif,declividade_br_tif,density3_br_tif,ModisGPP_MOD17A2_2010_rec_tif,ModisNPP_MOD17A3_2010_rec_tif,ModisVCF_MOD44B_2010_rec_tif,sa2001tree_br_tif,UsoAntropicoIBGE_tif
-51.68512899,-2.268100176,28,48.38,168062.09,19.54,573,22552,75,76,1
-56.45993799,-7.751214176,2,286.37,181212.41,28.21,669,25542,80,84,1
-48.07693999,-4.109693176,5,150.82,99700.3,14.84,96,16774,25,35,7
-51.89345399,-6.584594176,25,212.77,89264.73,17.18,425,13487,17,32,1
-54.62667799,-4.826331176,16,222.41,327316.91,25.6,560,25525,60,75,1
-46.67699599,-3.051402176,18,81.25,58216.26,24.41,697,22820,71,68,1
-55.62663799,-3.459719176,28,126.25,180120.8,20.31,139,24897,72,85,1
-49.36022199,-7.801212176,34,208.84,110013.9,12.37,348,15993,24,15,1
-51.56846699,-6.709589176,5,212.53,27687.05,28.81,300,16371,24,74,7
-47.78528499,-0.751494176,5,23.32,60102.36,18.34,459,24806,36,51,2
-52.34343599,-3.318058176,25,189.2,366923.41,16.59,475,25461,61,29,1
-50.81016399,-5.917954176,2,441.23,559078.5,20.03,41,18330,82,89,1
-55.90162699,-1.693123176,5,6.24,338573.81,21.85,355,18170,13,22,7
-54.31002399,-9.509477176,13,393.21,235070.41,13,649,24171,78,62,1
-53.18506899,-4.776333176,2,359.39,612202.69,7.67,160,24849,58,60,1
-50.83516299,-3.893035176,2,139.47,104058.6,16.39,316,19948,74,81,1
-53.12673799,-6.184610176,16,211.83,42251.75,22.34,550,24352,64,71,1
-51.65179699,-3.751374176,1,120.85,68603.48,19.98,606,25191,77,73,1
-53.80171099,-3.618046176,28,330.71,32303.43,11.24,389,20469,7,77,1
-50.44351199,-6.159611176,2,668.62,410200.09,14.67,251,22304,76,67,1
-52.79341799,-0.543169176,1,426.04,318041.81,10.68,560,22426,80,80,1
-54.66000999,-3.059735176,28,38.72,349904.41,17.15,581,26415,30,79,1
-54.41835299,-7.942873176,13,263.13,150953.8,20.98,40,22265,79,60,1
-54.63501099,-9.126159176,31,688.44,314021.81,14.03,352,17143,29,36,1
-56.76825899,-5.059655176,2,103.34,64709.21,22.14,559,24724,60,80,1
-53.50172299,-8.792839176,13,313.33,88714.8,21.15,650,24963,79,81,1
-50.53517499,-4.226355176,2,135.31,80496.55,11.34,550,24552,61,76,1
-50.20185499,-3.643045176,25,83.02,155718.2,17.8,555,24023,53,68,1
-56.26827899,-6.584594176,16,228.91,34511.68,22.04,523,25131,76,79,1
-46.65199699,-2.984738176,18,73.68,38580.88,24.31,606,21144,62,64,1
-52.66842299,-5.634632176,16,235.06,76780.9,26.91,276,22300,60,74,1
-56.39327399,-9.276153176,16,228.94,138645.41,16.24,319,16566,14,44,1
-50.62683799,-5.626299176,2,204.53,87566.7,17.1,273,23689,76,78,1
-51.82678999,-4.359683176,16,245.16,164910.8,16.46,505,25123,61,80,1
-49.08523299,-1.226475176,11,2,5310.39,17.39,212,9448,16,29,1
-50.58517299,-7.709549176,13,420.17,108000,14.73,359,13425,14,6,1
-52.01011599,-1.359803176,6,16.88,48315.71,19.82,640,25226,77,0,1
-52.99340999,-1.293139176,11,17.65,61317.18,23.93,653,24649,57,85,1
-58.63485099,-0.418174176,2,107.11,166314.2,23.15,509,27688,79,81,1
-51.76845899,-5.434640176,2,224.64,82005.96,8.75,306,25488,77,76,1
-50.65183699,-6.384602176,16,244.04,135054.7,13.89,728,24445,74,77,1
-54.58501299,-1.584794176,7,190.01,322670.59,9.27,627,25877,70,65,1
-56.89325399,1.698407824,2,277.44,54230.09,18.42,519,22383,72,91,1
-55.81829699,-6.617926176,16,244.49,78376.44,16.32,671,25650,79,85,1
-47.56029399,-3.159731176,5,84.7,193845.59,10.98,411,23163,21,77,7
-55.52664199,-3.901368176,5,42.78,164123.3,26.14,454,26839,24,71,6
-49.92686599,-2.651418176,28,36.47,25233.99,20.98,632,24465,53,83,1
-48.10193899,-3.709709176,2,105.12,352941.41,19.93,644,25483,75,82,1
-55.71830099,-7.051242176,6,239.47,158002.2,25.82,644,25537,79,80,1
-57.39323399,-4.634672176,2,89.92,42599.93,20.92,605,25961,75,81,1
-47.06031399,-1.509797176,5,46.4,85549.7,12.16,184,13813,18,55,7
-52.10177899,-2.026443176,28,49.28,16830.72,17.39,373,24184,59,70,1
-57.02658199,0.598451824,2,242.95,52423.03,17.76,147,22578,78,76,1
-51.77679199,-6.651258176,5,217.73,117000.5,17.47,336,14500,15,55,7
-54.93499899,-8.701176176,13,288.37,238486.5,15.22,691,22092,74,68,1
-52.15177699,-8.292859176,2,502.63,101311.4,18.85,310,24305,78,52,1
-57.28490499,-8.392855176,13,373.33,175918.41,19.95,633,25517,79,75,1
-54.63501099,-8.567848176,13,268.14,96894.65,26.07,708,25202,80,84,1
-55.45164499,-3.526383176,28,66.27,77785.38,24.56,384,24391,75,75,1
-57.92654599,0.981769824,2,495.26,327695.19,16.78,560,26091,76,83,1
-55.49330999,0.823442824,2,376.49,44857.91,15.38,146,24661,77,69,1
-51.21014799,-8.384522176,5,287.87,81462.02,21.47,349,15051,20,74,7
-56.10161899,-6.867916176,2,250.49,133282.41,18.45,655,23761,63,76,1
-50.12685799,-4.001364176,5,139.65,108534.4,15.1,260,14217,16,61,7
-53.52672199,-5.892955176,16,360.77,527943.12,21.82,645,21935,76,63,1
-53.46005799,0.598451824,2,306.67,446026.81,14.91,679,24684,67,81,1
-55.91829299,-6.659591176,16,217.37,130281.9,19,665,25851,66,74,1
-54.85166899,-7.192903176,16,256.46,16835.97,11.68,115,25518,81,76,1
-55.11832499,-6.301272176,16,252.94,184639.59,19.5,538,24985,82,89,1
-55.55997399,-1.268140176,1,78.32,115917.1,18.47,604,27559,76,82,1
-54.50168299,-2.709749176,5,133.21,211190.59,13.16,97,17411,5,64,2
-52.21010799,-4.817998176,16,220.73,43220.78,23.17,191,25774,81,60,1
-57.37656799,1.848401824,2,274.78,51638.63,23.04,589,25760,67,80,1
-53.25173299,-1.951446176,11,6.45,8206.32,20.34,616,26419,53,35,1
-57.48489699,0.681781824,2,300.52,207401.91,26.52,553,26166,70,78,1
-57.03491499,-8.892835176,7,234.96,179786.2,17.42,406,23698,79,82,1
-55.86829499,0.506788824,2,360.18,86427.98,26.81,173,22322,82,80,1
-55.15998999,-3.284726176,28,68.09,269367.81,16.02,560,25721,61,74,1
-54.51834899,-0.076521176,2,482.91,204037.09,10.53,614,25081,80,76,1
-54.81833699,-6.817918176,16,262.98,76080.41,14.44,622,25247,79,80,1
-55.65996999,-0.668164176,2,270.69,210775.09,22.59,342,25563,63,82,1
-50.57683999,-3.343057176,25,79.49,63121.82,19.71,623,24187,56,80,1
-55.15998999,2.248385824,2,357.86,332864.5,22.3,535,25756,73,79,1
-56.41827299,-6.209609176,2,196.95,204482.3,19.35,625,25672,82,81,1
-51.75179299,-2.234768176,28,46.85,29611.16,20.92,611,21054,63,86,1
-54.29335799,0.998435824,2,286.15,158311.09,23.8,441,25736,66,81,1
-49.99352999,-7.109573176,5,229.14,49961.96,9.82,274,17069,23,15,7
-53.50172299,-8.001204176,16,307,85566.94,9.31,666,24584,80,60,1
-56.27661199,-8.909501176,7,262.34,192116.59,25.26,611,25222,81,82,1
-57.24323999,-6.909581176,2,195.01,125138.1,18.16,609,25689,79,81,1
-50.87682799,-2.634752176,28,52.73,17508.63,15.81,496,22330,35,27,1
-52.05178099,-4.959659176,16,251.08,141167.91,8.42,228,25061,76,70,1
-56.71826099,0.515121824,2,230.77,45246.16,7.82,161,27311,77,81,1
-49.31855699,-3.318058176,28,65.8,137403.91,25.52,610,25035,62,78,1
-51.36847499,-8.009537176,16,254.62,24746.7,26.34,40,23692,75,79,1
-47.46863099,-1.443133176,5,46.78,62890.18,11.35,48,16127,57,29,7
-55.21832099,-3.601380176,28,92.2,19475.28,11.98,252,27022,62,85,1
-48.89357399,-3.243061176,18,73.65,27387.07,22.65,586,24524,31,34,1
-51.86012199,-3.193063176,25,56.02,245376.3,10.17,210,15356,21,41,1
-57.40156699,1.731739824,2,300.79,43926.72,9.75,132,23363,81,80,1
-52.05178099,-8.876169176,16,297.96,367490.5,18.36,650,24335,76,75,1
-58.23486699,0.673448824,1,207.84,67535.41,16.94,497,26629,73,86,1
-51.71012799,-4.826331176,2,218.91,71285.97,12.99,36,22354,77,63,1
-49.46021799,-7.092907176,34,196.78,187621.59,9.9,217,14464,28,79,1
-49.54354799,-0.976485176,6,20.55,35433.52,18.49,599,24244,62,80,1
-50.31851699,-7.601220176,25,289.84,917716.12,21.65,378,19002,70,48,1
-54.86833499,-8.151198176,13,269.72,39118.8,19.89,722,25406,77,62,1
-55.07665999,-7.451226176,2,319.39,211986.59,16.81,646,25648,74,86,1
-55.35164899,-2.951406176,28,175.87,22281.47,12.48,649,23860,70,80,1
-56.80992399,0.681781824,2,224.43,129784.7,17.13,589,27914,82,84,1
-51.34347599,-2.126439176,28,43.27,38521.25,10.4,669,24491,79,81,1
-56.17661599,-7.959539176,16,261.05,194412.3,20.67,693,25221,80,81,1
-56.87658799,-8.967832176,39,237.87,393580.59,13.07,618,25171,78,81,1
-55.13499099,-7.967872176,2,312.28,179523,9.58,712,25539,77,5,1
-51.13515099,-6.951246176,2,281.01,880782.31,22.83,381,23680,77,77,1
-55.65163699,-3.818038176,28,96.91,162590.59,13.05,509,18273,35,78,1
-49.06023399,-4.201356176,5,103.8,124395.1,11.18,333,14887,20,26,7
-52.07677999,-1.543129176,11,7.12,7416.58,25.21,354,15200,12,9,1
-49.18522899,-2.259767176,30,20.62,42856.16,17.31,255,13098,15,83,1
-49.34355599,-5.892955176,5,169.15,180852.2,28.36,93,15799,16,18,7
-47.79361799,-2.001444176,5,26.06,133654,25.74,440,25336,51,76,2
-50.98515699,-3.218062176,25,49.17,63145.6,17.29,286,25498,59,69,1
-55.56830699,-2.826411176,28,94.24,164668.7,24.26,235,24490,70,83,1
-57.88488099,-7.609553176,13,131.71,148208.3,20.3,597,24234,85,82,1
-56.96825099,-0.376509176,2,114.4,89425.18,23.08,435,27959,82,79,1
-50.73516699,-1.118146176,6,8.48,32263.18,22.06,526,25340,73,43,1
-55.36831499,-9.259487176,7,436.14,90852.69,12.48,607,21096,82,85,1
-51.58513299,-3.618046176,6,112.74,179563.7,22.74,143,25169,75,72,1
-49.81020399,-0.243181176,12,8.31,24498.45,9.22,323,16271,29,84,1
-52.63509099,-2.351430176,2,82.37,88435.63,21.38,74,24694,64,46,1
-56.62659799,-8.584514176,39,356.97,88713.05,16.44,578,24878,78,74,1
-51.42680599,-3.609713176,2,165.93,185565.2,8.5,220,23002,61,74,1
-53.55172099,-3.476385176,28,132.38,230666.59,28.27,245,24097,63,78,1
-54.36002199,-0.143185176,2,282.91,62332.15,14.94,138,24553,65,72,1
-50.02686199,-4.418014176,2,116.75,170231.09,15.38,153,24864,75,67,1
-58.61818499,-0.543169176,2,126.56,17420.1,34.92,458,27464,82,86,1
-54.55168099,0.523454824,2,326.59,55819.3,17.93,397,26495,61,84,1
-55.64330399,0.540120824,7,328.1,90224.31,12.99,581,26228,60,71,1
-55.57663999,-4.776333176,2,317.43,166574.3,15.44,289,25086,81,76,1
-49.91019999,0.181801824,6,15.86,46372.66,30.44,436,26012,29,66,1
-56.64326399,-6.959579176,2,324.63,271754.31,11.84,640,24073,79,79,1
-56.00995599,-8.417854176,39,549.29,246198.8,11.38,707,25414,82,42,1
-55.90162699,-2.484758176,28,92.33,165643.41,16.99,260,25093,63,85,1
-52.70175499,-8.017870176,2,257.87,246057.5,18.44,661,24030,79,81,1
-52.53509499,-3.843037176,16,188.31,221684.7,21.79,316,21398,75,87,1
-54.83500299,-3.801372176,5,145.3,45752.82,19.43,213,24648,75,78,2
-53.39339399,-1.726455176,11,6.97,27275.19,32.66,585,25012,40,35,1
-57.51822899,-7.134572176,4,194.34,59546.77,21.82,585,25844,23,22,1
-51.13515099,-8.959499176,7,457.57,767470.62,11.61,379,23610,40,24,1
-57.25157299,-6.976245176,2,161.34,143651.41,22.45,319,25834,76,83,1
-53.75171299,-0.409841176,2,156.58,10728.04,27.61,552,24042,36,76,1
-56.35160899,-5.792959176,16,167.75,40067.18,21.78,623,26453,76,83,1
-50.84349599,-7.576221176,7,457.3,364604.31,10.74,390,22599,12,56,1
-54.17669599,-0.159851176,2,194.65,103389.4,26.68,479,24643,74,70,1
-55.71830099,-7.276233176,16,290.99,193409.41,13.14,338,24446,81,81,1
-56.46827099,1.456750824,2,349.62,25243.19,20.85,535,24275,67,80,1
-54.76833899,-3.968032176,5,158.48,74702,9.82,623,26127,16,91,2
-51.21848099,-2.534756176,28,48.79,29326.88,21.65,642,20570,63,77,1
-56.00162299,2.365047824,1,431.57,318967.31,19.69,633,26331,76,78,1
-46.81865699,-2.876409176,18,67.14,50190.74,16.59,390,20788,54,40,1
-50.02686199,-7.384562176,34,227.06,116479.2,17.01,222,16954,20,18,1
-55.20998799,2.223386824,2,400.64,131532.8,16.49,561,24754,84,84,1
-50.95182499,-4.934660176,2,202.07,82796.02,13.53,218,24669,61,74,1
-49.77687199,-0.726495176,6,18.93,11036.1,15.06,182,24365,48,79,1
-56.57659999,0.406792824,2,206.28,42605.32,22.54,570,27683,79,81,1
-48.62691799,-2.276433176,5,26.07,21059.63,26.53,693,25321,70,80,8
-55.65163699,-0.784826176,2,298.14,60813.49,19.56,582,25064,72,85,1
-48.67691599,-2.826411176,18,66.57,5584.25,15.15,561,23243,9,52,1
-56.25994599,-3.134732176,28,87.52,71834.98,12.29,399,23011,57,86,1
-54.62667799,-6.992911176,16,307.06,354120.81,18.39,609,25541,65,81,1
-56.90991999,-8.542849176,7,296.72,159222.41,13.37,382,25732,76,81,1
-51.35180899,-1.984778176,28,33.11,21490.3,17.19,356,24064,79,74,1
-57.15157699,-6.942913176,2,218.03,218029.91,7.1,69,25509,63,83,1
-50.82682999,-5.267980176,2,211.57,120583.8,15.11,288,24485,76,74,1
-56.75992599,-6.934580176,2,190.24,49227.36,22.29,461,24916,76,84,1
-55.35164899,-4.734668176,13,227.86,114910.1,16.23,666,24620,82,76,1
-56.60993199,-1.959779176,28,81.82,94897.48,19.97,518,25560,38,72,1
-56.83492299,-7.809545176,36,365.46,448365.81,14.07,650,25924,79,81,1
-53.99336999,-7.759547176,16,350.42,211866.8,13.41,677,24745,79,77,1
-54.65167699,-3.826371176,28,176.17,277849.91,13.38,676,25542,74,83,1
-51.56846699,-4.151358176,1,153.83,78538.97,20.35,307,25665,78,70,1
-55.70163499,2.015061824,4,401.12,260389.8,18.51,217,9019,18,3,1
-51.86012199,-2.501424176,28,63.29,42125.19,15.25,191,25798,63,86,1
-48.41025999,-4.168024176,5,219.97,174447.2,12.38,568,23860,53,78,7
-54.65167699,-1.268140176,2,506.48,330355.31,11,36,23170,78,84,1
-54.55168099,0.048473824,2,416.29,206130.2,14.68,311,24801,79,70,1
-57.51822899,0.881773824,2,246.36,256256.41,22.66,568,27686,66,87,1
-56.35160899,-0.876489176,2,115.25,10893.76,23.19,504,27035,77,83,1
-49.13523099,-3.934700176,5,119.87,124283.7,9.06,550,24249,17,19,7
-57.00158299,-0.993151176,5,86.77,280000.59,15.62,466,26837,75,80,6
-51.07681999,-5.826291176,2,276.89,101852.6,13.57,585,24078,50,68,1
-56.71826099,-9.192823176,7,224.97,29655.54,14.44,596,24721,19,76,1
-52.05178099,-2.984738176,5,56.38,67605.83,17.76,244,24954,13,44,7
-50.69350199,-3.434720176,25,98.21,29740.27,13.41,127,20812,47,86,1
-47.67695599,-0.618166176,5,14.93,8764.97,1.14,680,24950,40,19,2
-55.59330599,0.290130824,2,376,95303.23,19.12,340,22013,83,80,1
-57.11824499,-0.918154176,2,111.41,43954.84,19.32,476,25581,75,78,1
-49.93519899,-7.392895176,5,316.41,544241.88,10.37,325,16390,14,64,7
-47.98527699,-2.851410176,18,50.99,159112.3,17.55,687,24666,66,29,1
-55.20165499,-1.159811176,2,236.12,322897.41,16.21,618,27020,82,76,1
-53.31006399,-4.143025176,16,171.56,90597.27,18.5,609,25422,64,75,1
-55.36831499,1.681741824,1,356.4,98492.85,23.45,531,27694,75,89,1
-51.46013799,-9.334484176,5,385.44,200944.2,12.82,271,13985,11,78,7
-54.36835499,-4.884662176,2,247.88,409762,9.92,675,26658,77,37,1
-53.85170899,-0.618166176,2,211.15,194418.7,17.15,168,24858,67,77,1
-52.40176699,-9.684470176,7,265.02,106814.1,18.99,656,24479,74,79,1
-56.54326799,-5.709629176,6,121.25,94637.28,29.14,449,25834,82,85,1
-53.12673799,-8.967832176,16,322.8,171882.3,17.27,636,24754,80,74,1
-48.61025199,-2.284766176,5,17.97,34202.1,28.56,679,23575,59,59,8
-58.07653999,0.090138824,2,245.46,307280.31,22.5,288,24254,73,76,1
-55.39331399,-4.926327176,13,292.37,238515.3,14.47,397,23355,77,76,1
-57.34323599,-5.234648176,16,157.66,173291.2,13.68,509,24854,82,84,1
-57.01824899,-4.459679176,2,93.33,54556.7,20.15,178,22456,79,81,1
-47.16030999,-2.426427176,18,106.42,194342.5,21.96,714,21482,24,46,1
-56.50160299,0.340128824,2,218.09,90189.02,12.82,569,26874,81,79,1
-55.99328999,-2.834744176,28,135.54,90308.45,11.16,302,24108,62,79,1
-53.93503899,-8.259527176,13,298.62,85982.27,24.96,699,23020,78,70,1
-54.84333599,-7.426227176,13,263.6,111644.4,26.03,668,25159,83,78,1
-55.37664799,-4.984658176,13,225.75,50863.77,10.04,554,24965,79,79,1
-55.79329799,2.431711824,2,628.43,429080.31,11.95,168,24898,82,83,1
-52.56009399,-1.976445176,2,63.04,193812.7,17.13,583,25958,73,76,1
-57.98487699,0.865107824,2,428.58,90520.32,24.65,259,27189,74,83,1
-55.84329599,-2.776413176,28,101.52,93393.43,13.05,597,25446,78,81,1
-48.97690399,-6.717922176,5,160.23,56049.89,21.64,88,17432,24,15,7
-58.80151099,-0.276513176,2,301.3,197268.09,13.28,454,26292,75,84,1
-56.36827499,-8.326191176,38,545.11,222224.41,11.76,349,20823,63,40,1
-48.96857099,-0.993151176,11,3.23,17640.37,26.57,235,17313,61,21,1
-54.03503499,-1.559795176,5,193.52,55143.37,13.52,644,26810,80,21,7
-50.27685199,-1.243141176,6,21.41,26532.46,14.96,46,23507,76,84,1
-48.34359599,-1.684790176,5,26.63,55048.47,13.88,669,25257,65,86,2
-54.25169299,-4.693003176,16,201.16,64566.21,14.61,733,24995,61,83,1
-56.26827899,-1.076481176,2,127.68,194240.91,18.46,585,27663,77,82,1
-57.12657799,-0.718162176,2,185.01,49851.98,12.97,472,26850,80,84,1
-54.19336199,-7.684550176,16,321.61,90444.65,8.26,671,24736,79,100,1
-49.61021199,-5.517970176,2,152.05,137754.7,24.01,465,23768,49,14,1
-56.43493899,-6.017950176,16,180.97,31427.06,21.33,577,24070,68,77,1
-53.66004999,-3.634712176,5,179.88,321745.59,15.15,141,16847,50,86,7
-53.58505299,1.073432824,2,302.28,74860.12,20.25,95,22441,63,46,1
-50.27685199,-0.601500176,6,13.33,13753.13,22.53,233,24693,60,80,1
-52.73508699,-0.926487176,2,28.57,54161.7,31.66,320,25038,50,80,1
-56.14328399,-7.967872176,16,261.72,37865.27,27.33,693,25388,80,64,1
-46.37700799,-1.326471176,5,17.42,25329.96,24.71,631,25689,68,64,6
-55.66830299,-6.826251176,2,318.67,239009.09,12.12,643,24665,79,81,1
-51.98511699,-3.126399176,25,99.72,350673.31,21.47,310,14179,20,24,1
-57.10157899,-1.401468176,28,105.09,115535.2,13.01,528,26899,72,86,1
-52.94341199,-7.809545176,16,268.14,52470.89,14.31,323,22883,75,65,1
-54.95166499,-0.251514176,2,500.92,235172.91,7.44,295,26062,79,88,1
-56.37660799,-3.501384176,28,88.96,96681.63,22.41,637,26779,78,86,1
-54.03503499,-3.368056176,28,194.46,270420.5,14.55,533,23221,76,76,1
-49.62687799,-1.393135176,24,11.62,70905.08,12.44,420,24686,56,89,1
-54.96833099,1.148429824,2,362.07,60831.94,18.46,684,27354,78,79,1
-48.96857099,-4.459679176,5,114.98,102906.4,11.63,120,15097,34,13,7
-48.31026399,-3.459719176,2,121,181241.5,19.62,644,25551,78,18,1
-53.50172299,-5.459639176,16,241.96,97989.21,9.3,282,19152,66,73,1
-52.27677199,-3.701376176,1,136.15,66826.86,20.58,307,26060,63,82,1
-49.63521099,-5.167984176,2,175.64,31471.59,10.63,615,23590,13,64,1
-58.51818899,-0.559835176,2,123.15,114791.5,20.36,310,27194,60,83,1
-55.95162499,-1.518130176,28,58.11,37511.71,25.34,511,27561,72,32,1
-57.50989599,-0.034856176,2,180.12,96655.91,20.52,451,27294,73,82,1
-50.56850699,-8.367856176,5,245.82,51657.29,19.6,141,16825,57,18,7
-52.80175099,-6.726255176,2,300.87,66802.81,18.83,470,23191,63,78,1
-52.93507899,-8.426187176,13,374.66,184659,9.96,694,22607,73,74,1
-53.33506299,-6.217942176,16,395.81,643339.31,8.67,272,15635,17,57,1
-53.56005399,-2.726415176,28,169.33,14676.23,19.06,110,18467,78,82,1
-51.56013399,-4.126359176,1,175.36,35867.04,25.85,508,22015,78,80,1
-54.56001399,-4.501344176,13,193.24,14800.05,23.6,404,24010,64,64,1
-53.51005599,-6.709589176,2,359.93,403161.19,11.41,684,25145,74,88,1
-52.34343599,-6.551262176,2,195.06,46264.26,31.95,660,20462,19,59,1
-56.10995199,-2.851410176,28,137.23,116092.5,6.57,605,21604,63,84,1
-55.41831299,-9.434480176,16,308.59,167636.2,25.33,652,24996,84,84,1
-48.38526099,-1.934780176,18,46.4,93927.08,9.84,565,25366,58,36,1
-54.63501099,-8.292859176,13,259.25,88656.92,29.87,712,25070,79,81,1
-52.25177299,-4.668004176,16,213.27,114143.5,25.37,116,23643,76,86,1
-52.14344399,-9.642805176,16,274.41,52158.41,23.94,372,23999,68,19,1
-51.41013999,-7.334564176,13,236.39,118239.1,21.06,585,24584,70,74,1
-49.81853699,-8.126199176,40,213.68,36654.6,12.38,252,13576,7,20,1
-52.56842699,-4.468012176,16,194.97,87976.5,16.32,224,26099,77,63,1
-56.25161299,-9.159491176,16,213.42,129734.5,19.49,613,25262,80,81,1
-50.06019399,-2.751414176,28,32.92,21839.76,23.49,620,21295,63,61,1
-58.07653999,0.648449824,1,247.47,40205.66,15.51,556,26797,74,79,1
-47.65195699,-3.101400176,25,58.94,165272.7,9.98,600,23095,32,21,1
-57.34323599,1.640076824,2,276.1,128514.8,11.69,583,23944,61,63,1
-51.04348799,-7.917874176,7,298.45,61852.37,19.08,696,24329,79,73,1
-50.06019399,-6.517930176,5,218.23,11455.66,21.15,374,17476,22,19,7
-54.18502899,-6.617926176,16,230.64,148795.5,24.42,314,25330,73,86,1
-55.85162899,1.740072824,4,318.95,24508.04,24.84,109,9129,21,7,1
-55.48497699,-0.218182176,2,316.67,185206.2,20.46,581,27014,75,76,1
-49.66854299,-6.559595176,5,293.26,83153.65,12.88,127,17061,20,18,7
-51.51013599,-7.142905176,2,235.14,44789.34,19.76,295,22597,78,78,1
-50.19352199,-3.343057176,25,85.07,215025.09,25.94,612,23873,67,75,1
-55.55164099,-0.426507176,2,311.05,279525.91,19.97,620,26110,78,85,1
-50.95182499,-4.243021176,2,190.54,69474.26,11.68,595,24172,74,55,1
-57.03491499,-4.526343176,2,106.59,55108.78,20.08,617,23798,62,82,1
-56.64326399,-3.651378176,28,108.63,87172.27,11.17,425,24728,77,87,1
-51.27681199,-4.743001176,2,168.05,87286.19,24.75,560,25842,77,76,1
-47.39363399,-1.593127176,5,28.32,76947.31,25.74,355,15187,26,71,7
-58.45985799,0.006808824,2,345.59,82046.84,15.78,120,27752,81,81,1
-46.46033799,-1.876449176,5,39.07,28648.66,19.22,563,19900,62,29,6
-54.16836299,-0.176517176,2,184.2,88385,27.5,286,24792,73,74,1
-57.69322199,-5.434640176,2,262.12,347417.41,11.75,596,25785,76,72,1
-56.40993999,-3.918034176,28,127.35,43639.84,10.71,393,25748,67,97,1
-54.85166899,-8.167864176,13,262.88,87956.25,18.23,713,25365,78,82,1
-57.77655199,1.306756824,2,315.13,81629.37,14.46,149,20429,75,79,1
-54.13503099,-7.626219176,16,327.52,96660.27,14.98,659,24187,74,68,1
-51.67679599,-3.968032176,1,154.84,56349.89,14.96,50,21548,76,72,1
-53.11840499,-1.668124176,18,5.92,31138.41,26.15,433,24387,42,9,1
-56.61826499,-7.826211176,7,264.68,241757,23.2,554,25055,79,81,1
-47.96861099,-3.868036176,5,181.32,222343.5,15.91,279,21346,14,81,7
-55.09332599,0.481789824,2,513.22,182012,19.01,634,23866,66,89,1
-53.69338199,-3.059735176,28,34.19,398461.19,15.39,561,25718,64,83,1
-53.72671399,-3.451386176,28,161.41,177496.41,11.55,358,25441,65,72,1
-54.29335799,-7.726215176,16,289.76,94773.98,15.2,675,24983,73,77,1
-49.24355999,-3.268060176,28,65.19,45236.11,18.2,573,25441,55,93,1
-47.71028799,-3.643045176,25,191.06,28557.1,6.81,655,24858,77,80,1
-56.14328399,1.231759824,2,317.52,121515,21.34,616,24890,72,86,1
-55.66830299,-8.567848176,7,522.2,161973.41,14.39,359,23042,77,57,1
-53.88504099,0.481789824,2,346.01,55410.76,10.42,158,26119,78,80,1
-51.30181099,-0.809825176,6,14.73,29165.75,16.82,630,24408,65,86,1
-56.09328599,-4.859663176,5,179.99,437711.19,8.7,661,24961,80,82,6
-48.33526299,-2.151438176,5,39.67,40426.55,13.5,694,24120,64,78,2
-55.75163299,-6.576261176,16,263.71,558465.31,15.26,659,25207,83,83,1
-58.84317599,0.931771824,1,412.66,425559.19,15.45,570,27089,80,82,1
-46.71032799,-2.368096176,25,85.11,22261.86,18.08,703,23584,69,30,1
-49.48521699,-6.101280176,5,145.7,64961.01,25.91,287,14353,57,19,7
-53.71838099,-1.968112176,11,5.09,7955.53,18.01,618,26800,27,23,1
-51.08515299,-6.117946176,2,441.32,1006207,18.44,636,20055,72,36,1
-50.08519299,-7.309565176,5,197.4,84154.56,27.5,287,14710,19,19,7
-54.92666599,-3.834704176,28,179.5,73505.31,13.6,285,23642,61,73,1
-52.90174699,-3.784706176,13,181.46,102853.3,22.81,246,25096,63,56,1
-55.97662399,1.356754824,4,325.48,46625.08,24.62,215,12221,22,14,1
-52.32676999,-3.151398176,25,171.64,131066.7,12.09,135,12926,13,15,1
-53.59338599,-5.601300176,16,211.06,83359.99,19.65,392,25766,16,82,1
-46.46867099,-1.334804176,5,33.68,52544.55,21.29,617,25530,31,21,6
-49.77687199,-8.517850176,40,196.64,7232.09,13.17,462,11115,7,38,1
-56.33494299,-4.759667176,2,75.53,58684.77,21.6,505,25627,81,78,1
-47.72695399,-3.951366176,5,149.14,87839.99,10.58,82,16388,30,58,7
-54.62667799,-5.276313176,13,209.7,199782.7,28.2,665,26208,82,63,1
-55.06832699,-4.518010176,2,374.14,46984.2,13.38,454,22280,59,63,1
-50.21018799,-9.776133176,5,167,8269.38,25.16,302,14116,15,20,7
-54.14336399,-7.459559176,16,325.31,407887,13.44,656,24209,78,70,1
-56.45160499,-5.867956176,2,165.24,51862.98,15.65,648,24371,77,82,1
-57.91821299,-6.551262176,2,97.68,35714.67,20.1,508,25054,75,85,1
-49.72687399,-7.842877176,4,203.3,46676.29,11.78,153,12553,15,19,1
-51.75179299,-5.684630176,2,247.32,249079.5,22.92,30,19622,50,68,1
-51.10181899,-4.518010176,2,215.85,100552.6,16.97,119,25117,71,55,1
-50.89349399,-2.026443176,28,18.85,58885.78,18.13,516,24708,32,83,1
-52.27677199,-4.584674176,16,204.45,117717.8,23.95,601,25643,65,73,1
-50.51017599,-6.459599176,16,257.04,97005.2,25.78,704,24586,72,64,1
